ST,OCC_CODE,OCC_TITLE,LOC_Q,A_MEAN
AL,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",1.73,28590
AL,43-6011,"Executive Secretaries and Executive Administrative Assistants",0.36,54910
AL,43-6012,"Legal Secretaries",1.4,38500
AL,43-6013,"Medical Secretaries",0.64,31440
AL,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1.43,33710
AL,43-9011,"Computer Operators",0.96,37600
AL,43-9021,"Data Entry Keyers",0.62,27910
AL,43-9022,"Word Processors and Typists",0.37,32040
AL,43-9031,"Desktop Publishers",0.49,31560
AL,43-9041,"Insurance Claims and Policy Processing Clerks",0.64,33030
AL,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",0.41,28840
AL,43-9061,"Office Clerks, General",0.82,24190
AL,43-9071,"Office Machine Operators, Except Computer",0.92,25500
AL,43-9111,"Statistical Assistants",0.39,36860
AL,43-9199,"Office and Administrative Support Workers, All Other",0.51,37910
AL,45-0000,"Farming, Fishing, and Forestry Occupations",1,30960
AL,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",1.45,48310
AL,45-2011,"Agricultural Inspectors",2.43,39220
AL,45-2041,"Graders and Sorters, Agricultural Products",1.77,23110
AL,45-2091,"Agricultural Equipment Operators",0.48,26620
AL,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",0.12,21540
AL,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.87,23330
AL,45-2099,"Agricultural Workers, All Other",3.21,24500
AL,45-4011,"Forest and Conservation Workers",0.5,50350
AL,45-4021,Fallers,2.39,38110
AL,45-4022,"Logging Equipment Operators",6.31,33420
AL,45-4023,"Log Graders and Scalers",2.67,37150
AL,45-4029,"Logging Workers, All Other",1.51,34830
AL,47-0000,"Construction and Extraction Occupations",1,38990
AL,47-1011,"First-Line Supervisors of Construction Trades and Extraction Workers",1.46,57210
AL,47-2011,Boilermakers,0.83,53600
AL,47-2021,"Brickmasons and Blockmasons",0.52,40000
AL,47-2022,Stonemasons,0.38,31930
AL,47-2031,Carpenters,0.94,34960
AL,47-2041,"Carpet Installers",0,37470
AL,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",3.14,29640
AL,47-2043,"Floor Sanders and Finishers",0,27400
AL,47-2044,"Tile and Marble Setters",0.56,34450
AL,47-2051,"Cement Masons and Concrete Finishers",0.73,35180
AL,47-2061,"Construction Laborers",0.64,27460
AL,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",1.57,30140
AL,47-2073,"Operating Engineers and Other Construction Equipment Operators",1.25,37350
AL,47-2081,"Drywall and Ceiling Tile Installers",0.52,33350
AL,47-2111,Electricians,1.09,45350
AL,47-2121,Glaziers,0.65,35420
AL,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",0.66,30830
AL,47-2132,"Insulation Workers, Mechanical",1.33,37800
AL,47-2141,"Painters, Construction and Maintenance",0.65,32950
AL,47-2151,Pipelayers,3.37,34540
AL,47-2152,"Plumbers, Pipefitters, and Steamfitters",1,40920
AL,47-2161,"Plasterers and Stucco Masons",0,28900
AL,47-2181,Roofers,0.59,30700
AL,47-2211,"Sheet Metal Workers",0.68,39290
AL,47-2221,"Structural Iron and Steel Workers",1.77,39870
AL,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",1.15,26870
AL,47-3012,Helpers--Carpenters,1.66,24530
AL,47-3013,Helpers--Electricians,1.96,27200
AL,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",1.08,22560
AL,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",1.43,25940
AL,47-3016,Helpers--Roofers,2.07,22900
AL,47-3019,"Helpers, Construction Trades, All Other",1.7,24540
AL,47-4011,"Construction and Building Inspectors",0.91,51280
AL,47-4021,"Elevator Installers and Repairers",0.35,72610
AL,47-4031,"Fence Erectors",0.43,26750
AL,47-4041,"Hazardous Materials Removal Workers",0.77,35440
AL,47-4051,"Highway Maintenance Workers",1.88,28840
AL,47-4061,"Rail-Track Laying and Maintenance Equipment Operators",0.94,49610
AL,47-4071,"Septic Tank Servicers and Sewer Pipe Cleaners",0.94,28020
AL,47-4099,"Construction and Related Workers, All Other",1.65,41670
AL,47-5012,"Rotary Drill Operators, Oil and Gas",0.37,40930
AL,47-5013,"Service Unit Operators, Oil, Gas, and Mining",0.19,45400
AL,47-5021,"Earth Drillers, Except Oil and Gas",1.01,37770
AL,47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters",1.98,50260
AL,47-5041,"Continuous Mining Machine Operators",0.83,53710
AL,47-5042,"Mine Cutting and Channeling Machine Operators",3.15,44300
AL,47-5049,"Mining Machine Operators, All Other",3.03,0
AL,47-5071,"Roustabouts, Oil and Gas",0,35720
AL,47-5081,"Helpers--Extraction Workers",1.1,48310
AL,47-5099,"Extraction Workers, All Other",0.86,47840
AL,49-0000,"Installation, Maintenance, and Repair Occupations",1.25,45080
AL,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",1.38,63130
AL,49-2011,"Computer, Automated Teller, and Office Machine Repairers",1.24,39550
AL,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",1.78,47590
AL,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1.41,53250
AL,49-2091,"Avionics Technicians",3.24,61700
AL,49-2092,"Electric Motor, Power Tool, and Related Repairers",1.95,43410
AL,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",1.12,57330
AL,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",1.87,55630
AL,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",3.6,73630
AL,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",0.83,26310
AL,49-2097,"Electronic Home Entertainment Equipment Installers and Repairers",0.8,43520
AL,49-2098,"Security and Fire Alarm Systems Installers",0.92,37860
AL,49-3011,"Aircraft Mechanics and Service Technicians",1.71,63980
AL,49-3021,"Automotive Body and Related Repairers",1.25,40780
AL,49-3022,"Automotive Glass Installers and Repairers",0.59,31530
AL,49-3023,"Automotive Service Technicians and Mechanics",0.93,38990
AL,49-3031,"Bus and Truck Mechanics and Diesel Engine Specialists",1.21,39870
AL,49-3041,"Farm Equipment Mechanics and Service Technicians",0.85,36400
AL,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",1.84,45140
AL,49-3043,"Rail Car Repairers",2.14,43650
AL,49-3051,"Motorboat Mechanics and Service Technicians",0.63,38210
AL,49-3052,"Motorcycle Mechanics",1.15,35790
AL,49-3053,"Outdoor Power Equipment and Other Small Engine Mechanics",1.18,32680
AL,49-3091,"Bicycle Repairers",0,27580
AL,49-3092,"Recreational Vehicle Service Technicians",1.14,45880
AL,49-3093,"Tire Repairers and Changers",1.97,24040
AL,49-9011,"Mechanical Door Repairers",1.03,35360
AL,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",2.95,39670
AL,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1.24,39060
AL,49-9031,"Home Appliance Repairers",0.48,35910
AL,49-9041,"Industrial Machinery Mechanics",2.21,51370
AL,49-9043,"Maintenance Workers, Machinery",0.72,38980
AL,49-9044,Millwrights,1.83,42830
AL,49-9045,"Refractory Materials Repairers, Except Brickmasons",5.99,64700
AL,49-9051,"Electrical Power-Line Installers and Repairers",2.46,64360
AL,49-9052,"Telecommunications Line Installers and Repairers",0.48,39140
AL,49-9062,"Medical Equipment Repairers",1.24,46890
AL,49-9063,"Musical Instrument Repairers and Tuners",1.3,32660
AL,49-9064,"Watch Repairers",0,36070
AL,49-9069,"Precision Instrument and Equipment Repairers, All Other",1.5,47260
AL,49-9071,"Maintenance and Repair Workers, General",0.78,37500
AL,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",1.08,33140
AL,49-9092,"Commercial Divers",1.66,47040
AL,49-9094,"Locksmiths and Safe Repairers",0.95,32560
AL,49-9095,"Manufactured Building and Mobile Home Installers",1.23,30760
AL,49-9096,Riggers,0.36,41770
AL,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",2.31,24630
AL,49-9099,"Installation, Maintenance, and Repair Workers, All Other",1.16,37980
AL,51-0000,"Production Occupations",1.66,34260
AL,51-1011,"First-Line Supervisors of Production and Operating Workers",1.56,57640
AL,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",2.54,49360
AL,51-2021,"Coil Winders, Tapers, and Finishers",1.33,37480
AL,51-2022,"Electrical and Electronic Equipment Assemblers",0.86,30510
AL,51-2023,"Electromechanical Equipment Assemblers",0.51,31740
AL,51-2031,"Engine and Other Machine Assemblers",2.95,37690
AL,51-2041,"Structural Metal Fabricators and Fitters",2.23,36150
AL,51-2091,"Fiberglass Laminators and Fabricators",3.03,31250
AL,51-2092,"Team Assemblers",2.42,34870
AL,51-2099,"Assemblers and Fabricators, All Other",1.22,25270
AL,51-3011,Bakers,0.72,21860
AL,51-3021,"Butchers and Meat Cutters",0.71,29560
AL,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",5.19,22750
AL,51-3023,"Slaughterers and Meat Packers",0.62,23570
AL,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.48,27490
AL,51-3092,"Food Batchmakers",0.61,26500
AL,51-3093,"Food Cooking Machine Operators and Tenders",0,27020
AL,51-3099,"Food Processing Workers, All Other",1.01,23300
AL,51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",0.86,35120
AL,51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",1.61,39680
AL,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",2.01,33140
AL,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",1.59,48980
AL,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",1.82,47710
AL,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",2.11,30860
AL,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1.64,45970
AL,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1.18,29080
AL,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1.49,36200
AL,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",0.73,36010
AL,51-4041,Machinists,1.24,39910
AL,51-4051,"Metal-Refining Furnace Operators and Tenders",4.17,53660
AL,51-4052,"Pourers and Casters, Metal",2.45,40270
AL,51-4061,"Model Makers, Metal and Plastic",0.43,39510
AL,51-4062,"Patternmakers, Metal and Plastic",2.31,37640
AL,51-4071,"Foundry Mold and Coremakers",1.91,38170
AL,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",0.93,34900
AL,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2.39,32190
AL,51-4111,"Tool and Die Makers",0.76,46090
AL,51-4121,"Welders, Cutters, Solderers, and Brazers",1.73,37110
AL,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",2.3,39390
AL,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",0.91,49820
AL,51-4192,"Layout Workers, Metal and Plastic",5.63,39160
AL,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",0.91,35020
AL,51-4194,"Tool Grinders, Filers, and Sharpeners",2.03,31340
AL,51-5111,"Prepress Technicians and Workers",0.67,30290
AL,51-5112,"Printing Press Operators",0.9,29790
AL,51-5113,"Print Binding and Finishing Workers",0.35,26830
AL,51-6011,"Laundry and Dry-Cleaning Workers",1.1,19450
AL,51-6021,"Pressers, Textile, Garment, and Related Materials",0.93,20740
AL,51-6031,"Sewing Machine Operators",1.44,21860
AL,51-6041,"Shoe and Leather Workers and Repairers",0,22450
AL,51-6051,"Sewers, Hand",0.95,22530
AL,51-6052,"Tailors, Dressmakers, and Custom Sewers",1.06,25350
AL,51-6061,"Textile Bleaching and Dyeing Machine Operators and Tenders",3.34,27960
AL,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",2.65,25980
AL,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",3.48,27500
AL,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",6.55,31610
AL,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",0.95,36880
AL,51-6093,Upholsterers,0.32,32050
AL,51-6099,"Textile, Apparel, and Furnishings Workers, All Other",1.04,35700
AL,51-7011,"Cabinetmakers and Bench Carpenters",1.59,27770
AL,51-7021,"Furniture Finishers",1.29,26770
AL,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",3.69,25780
AL,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",2.34,26640
AL,51-7099,"Woodworkers, All Other",3.11,28120
AL,51-8012,"Power Distributors and Dispatchers",2.56,81980
AL,51-8013,"Power Plant Operators",1.66,65310
AL,51-8021,"Stationary Engineers and Boiler Operators",0.55,44410
AL,51-8031,"Water and Wastewater Treatment Plant and System Operators",1.2,43970
AL,51-8091,"Chemical Plant and System Operators",2.39,62450
AL,51-8092,"Gas Plant Operators",0.96,65990
AL,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",0.85,47420
AL,51-8099,"Plant and System Operators, All Other",0.53,68210
AL,51-9011,"Chemical Equipment Operators and Tenders",1.91,52120
AL,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",0.79,36520
AL,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",1.71,33590
AL,51-9022,"Grinding and Polishing Workers, Hand",0,25490
AL,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",1.24,39860
AL,51-9031,"Cutters and Trimmers, Hand",1.31,25060
AL,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",1.16,35180
AL,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",2.3,40790
AL,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",3.27,41260
AL,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",1.63,32060
AL,51-9071,"Jewelers and Precious Stone and Metal Workers",0.75,39520
AL,51-9081,"Dental Laboratory Technicians",1.78,34910
AL,51-9082,"Medical Appliance Technicians",0.51,33860
AL,51-9083,"Ophthalmic Laboratory Technicians",0.21,30120
AL,51-9111,"Packaging and Filling Machine Operators and Tenders",0.69,26620
AL,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",1.8,32010
AL,51-9122,"Painters, Transportation Equipment",1.27,39630
AL,51-9123,"Painting, Coating, and Decorating Workers",2.82,26130
AL,51-9151,"Photographic Process Workers and Processing Machine Operators",0.41,25560
AL,51-9191,"Adhesive Bonding Machine Operators and Tenders",1.83,37340
AL,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",1.58,29210
AL,51-9193,"Cooling and Freezing Equipment Operators and Tenders",1.64,27520
AL,51-9194,"Etchers and Engravers",0.3,29650
AL,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",1.06,25480
AL,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",1.42,38700
AL,51-9197,"Tire Builders",6.3,49870
AL,51-9198,"Helpers--Production Workers",2.7,23710
AL,51-9199,"Production Workers, All Other",1.19,27070
AL,53-0000,"Transportation and Material Moving Occupations",1.12,31750
AL,53-1011,"Aircraft Cargo Handling Supervisors",0,44560
AL,53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",1.19,46810
AL,53-1031,"First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators",1.25,55210
AL,53-2011,"Airline Pilots, Copilots, and Flight Engineers",0.4,104410
AL,53-2012,"Commercial Pilots",1.87,86050
AL,53-2021,"Air Traffic Controllers",0.83,89370
AL,53-2022,"Airfield Operations Specialists",0.52,54260
AL,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",2.15,23720
AL,53-3021,"Bus Drivers, Transit and Intercity",0.56,26030
AL,53-3022,"Bus Drivers, School or Special Client",1.23,18860
AL,53-3031,"Driver/Sales Workers",0.94,29200
AL,53-3032,"Heavy and Tractor-Trailer Truck Drivers",1.36,40110
AL,53-3033,"Light Truck or Delivery Services Drivers",0.94,29720
AL,53-3041,"Taxi Drivers and Chauffeurs",0.42,21320
AL,53-3099,"Motor Vehicle Operators, All Other",1.06,25650
AL,53-4011,"Locomotive Engineers",1.67,55980
AL,53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",1.96,49240
AL,53-4021,"Railroad Brake, Signal, and Switch Operators",0.98,37540
AL,53-4031,"Railroad Conductors and Yardmasters",1.62,54180
AL,53-5011,"Sailors and Marine Oilers",1,39810
AL,53-5021,"Captains, Mates, and Pilots of Water Vessels",0.52,86940
AL,53-6021,"Parking Lot Attendants",0.23,20680
AL,53-6031,"Automotive and Watercraft Service Attendants",0.94,22740
AL,53-6051,"Transportation Inspectors",1.27,74200
AL,53-6099,"Transportation Workers, All Other",0.44,34920
AL,53-7011,"Conveyor Operators and Tenders",0.75,37820
AL,53-7021,"Crane and Tower Operators",2.06,50330
AL,53-7032,"Excavating and Loading Machine and Dragline Operators",1.81,39490
AL,53-7033,"Loading Machine Operators, Underground Mining",5.29,52750
AL,53-7041,"Hoist and Winch Operators",1.06,43720
AL,53-7051,"Industrial Truck and Tractor Operators",1.32,31280
AL,53-7061,"Cleaners of Vehicles and Equipment",1.05,22150
AL,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1.22,24460
AL,53-7063,"Machine Feeders and Offbearers",1.99,29620
AL,53-7064,"Packers and Packagers, Hand",0.78,21610
AL,53-7071,"Gas Compressor and Gas Pumping Station Operators",1.04,55450
AL,53-7072,"Pump Operators, Except Wellhead Pumpers",0.19,41380
AL,53-7081,"Refuse and Recyclable Material Collectors",1.48,29360
AL,53-7111,"Mine Shuttle Car Operators",3.89,57030
AL,53-7121,"Tank Car, Truck, and Ship Loaders",1.84,34030
AL,53-7199,"Material Moving Workers, All Other",0.31,29480
AK,00-0000,"All Occupations",1,55760
AK,11-0000,"Management Occupations",1.11,107290
AK,11-1011,"Chief Executives",1.4,171390
